1999|40237|28053
2000|58156|40474
2001|57924|39675
2002|59657|40468
2003|61286|40993
2004|47698|32893
2005|49944|32546
2006|48084|32093
2007|50583|32984
2008|46480|30016
2009|44015|27712
2010|62207|39889
2011|60790|37810
2012|71443|44962
2013|61114|39701
2014|68879|42863
2015|79585|44159
2016|74221|41904
2017|83116|47171
